指标名称,CPI:当月同比,22个省市:平均价格:猪肉,平均批发价:28种重点监测蔬菜,生产资料价格:柴油(0#国VI),平均批发价:6种重点监测水果
2016-05-03,,,3.89 ,,4.96 
2016-04-30,2.33 ,,,,
2016-04-29,,30.32 ,3.98 ,,5.06 
2016-04-28,,,4.05 ,,5.08 
2016-04-27,,,4.13 ,,5.04 
2016-04-26,,,4.20 ,,5.16 
2016-04-25,,,4.25 ,,5.15 
2016-04-22,,28.85 ,4.33 ,,5.02 
2016-04-21,,,4.40 ,,5.14 
2016-04-20,,,4.42 ,,5.11 
2016-04-19,,,4.41 ,,5.12 
2016-04-18,,,4.46 ,,5.23 
2016-04-15,,28.77 ,4.54 ,,5.19 
2016-04-14,,,4.63 ,,5.18 
2016-04-13,,,4.67 ,,5.21 
2016-04-12,,,4.74 ,,5.25 
2016-04-11,,,4.84 ,,5.31 
2016-04-08,,28.83 ,5.07 ,,5.23 
2016-04-07,,,5.14 ,,5.31 
2016-04-06,,,5.23 ,,5.27 
2016-04-05,,,5.27 ,,5.23 
2016-04-01,,28.23 ,5.44 ,,5.27 
2016-03-31,2.30 ,,5.52 ,,5.27 
2016-03-30,,,5.56 ,,5.31 
2016-03-29,,,5.53 ,,5.35 
2016-03-28,,,5.53 ,,5.27 
2016-03-25,,27.98 ,5.50 ,,5.26 
2016-03-24,,,5.51 ,,5.36 
2016-03-23,,,5.54 ,,5.26 
2016-03-22,,,5.55 ,,5.28 
2016-03-21,,,5.56 ,,5.21 
2016-03-18,,26.31 ,5.66 ,,5.23 
2016-03-17,,,5.62 ,,5.17 
2016-03-16,,,5.62 ,,5.21 
2016-03-15,,,5.55 ,,5.15 
2016-03-14,,,5.50 ,,5.12 
2016-03-11,,27.04 ,5.38 ,,5.15 
2016-03-10,,,5.38 ,,5.21 
2016-03-09,,,5.38 ,,5.22 
2016-03-08,,,5.34 ,,5.16 
2016-03-07,,,5.38 ,,5.19 
2016-03-04,,26.84 ,5.42 ,,5.25 
2016-03-03,,,5.41 ,,5.26 
2016-03-02,,,5.41 ,,5.21 
2016-03-01,,,5.36 ,,5.16 
2016-02-29,2.28 ,,5.42 ,,5.26 
2016-02-26,,26.07 ,5.39 ,,5.22 
2016-02-25,,,5.39 ,,5.31 
2016-02-24,,,5.38 ,,5.23 
2016-02-23,,,5.42 ,,5.28 
2016-02-22,,,5.46 ,,5.24 
2016-02-19,,27.10 ,5.60 ,,5.26 
2016-02-18,,,5.65 ,,5.21 
2016-02-17,,,5.68 ,,5.21 
2016-02-16,,,5.69 ,,5.19 
2016-02-15,,,5.83 ,,5.21 
2016-02-14,,,5.65 ,,5.20 
2016-02-06,,,5.95 ,,5.14 
2016-02-05,,27.55 ,5.77 ,,5.17 
2016-02-04,,,5.75 ,,5.16 
2016-02-03,,,5.61 ,,5.10 
2016-02-02,,,5.58 ,,5.15 
2016-02-01,,,5.54 ,,5.14 
2016-01-31,1.75 ,,,,
2016-01-29,,26.28 ,5.07 ,,5.05 
2016-01-28,,,4.99 ,,5.06 
2016-01-27,,,4.88 ,,4.99 
2016-01-26,,,4.86 ,,5.06 
2016-01-25,,,4.82 ,,5.03 
2016-01-22,,26.24 ,4.57 ,,5.00 
2016-01-21,,,4.40 ,,5.02 
2016-01-20,,,4.28 ,,5.02 
2016-01-19,,,4.25 ,,5.01 
2016-01-18,,,4.23 ,,5.03 
2016-01-15,,26.44 ,4.16 ,,5.10 
2016-01-14,,,4.16 ,,5.06 
2016-01-13,,,4.13 ,,5.03 
2016-01-12,,,4.13 ,,5.10 
2016-01-11,,,4.09 ,,4.95 
2016-01-08,,25.76 ,4.11 ,,4.99 
2016-01-07,,,4.14 ,,4.91 
2016-01-06,,,4.16 ,,4.95 
2016-01-05,,,4.18 ,,4.95 
2016-01-04,,,4.18 ,,4.95 
2016-01-01,,24.54 ,,,
2015-12-31,1.64 ,,4.15 ,,4.96 
2015-12-30,,,4.15 ,,4.99 
2015-12-29,,,4.14 ,,4.93 
2015-12-28,,,4.14 ,,4.99 
2015-12-25,,24.02 ,4.14 ,,4.94 
2015-12-24,,,4.16 ,,4.90 
2015-12-23,,,4.14 ,,4.94 
2015-12-22,,,4.19 ,,4.94 
2015-12-21,,,4.16 ,,4.91 
2015-12-18,,24.39 ,4.15 ,,4.90 
2015-12-17,,,4.13 ,,4.89 
2015-12-16,,,4.12 ,,4.88 
2015-12-15,,,4.09 ,,4.90 
2015-12-14,,,4.10 ,,4.95 
2015-12-11,,24.12 ,4.11 ,,4.86 
2015-12-10,,,4.10 ,,4.83 
2015-12-09,,,4.12 ,,4.88 
2015-12-08,,,4.07 ,,4.90 
2015-12-07,,,4.06 ,,4.89 
2015-12-04,,24.08 ,4.06 ,,4.99 
2015-12-03,,,4.06 ,,5.04 
2015-12-02,,,4.05 ,,4.97 
2015-12-01,,,3.97 ,,4.99 
2015-11-30,1.49 ,,3.94 ,,4.94 
2015-11-27,,24.11 ,3.84 ,,4.87 
2015-11-26,,,3.85 ,,4.93 
2015-11-25,,,3.73 ,,4.85 
2015-11-24,,,3.64 ,,4.93 
2015-11-23,,,3.57 ,,4.84 
2015-11-20,,23.97 ,3.46 ,,4.94 
2015-11-19,,,3.45 ,,4.91 
2015-11-18,,,3.44 ,,4.94 
2015-11-17,,,3.40 ,,4.97 
2015-11-16,,,3.40 ,,4.90 
2015-11-13,,24.63 ,3.35 ,,4.97 
2015-11-12,,,3.33 ,,4.97 
2015-11-11,,,3.28 ,,5.00 
2015-11-10,,,3.30 ,,5.01 
2015-11-09,,,3.28 ,,4.92 
2015-11-06,,24.26 ,3.21 ,,4.93 
2015-11-05,,,3.22 ,,4.91 
2015-11-04,,,3.20 ,,4.90 
2015-11-03,,,3.17 ,,4.83 
2015-11-02,,,3.17 ,,4.88 
2015-10-31,1.27 ,,,,
2015-10-30,,25.26 ,3.13 ,,4.81 
2015-10-29,,,3.13 ,,4.87 
2015-10-28,,,3.14 ,,4.80 
2015-10-27,,,3.13 ,,4.82 
2015-10-26,,,3.14 ,,4.85 
2015-10-23,,25.30 ,3.15 ,,4.77 
2015-10-22,,,3.19 ,,4.75 
2015-10-21,,,3.25 ,,4.70 
2015-10-20,,,3.27 ,,4.70 
2015-10-19,,,3.28 ,,4.69 
2015-10-16,,26.45 ,3.33 ,,4.63 
2015-10-15,,,3.32 ,,4.61 
2015-10-14,,,3.32 ,,4.58 
2015-10-13,,,3.34 ,,4.71 
2015-10-12,,,3.31 ,,4.70 
2015-10-10,,,3.29 ,,4.72 
